# (c) Der Bundeswahlleiter, Wiesbaden 2016
# 
# Wahl der Abgeordneten zum 8. Europäischen Parlament aus der Bundesrepublik Deutschland (25. Mai 2014)
# Endgültige Ergebnisse sowie der Vorperiode nach kreisfreien Städten und Landkreisen
# 
Nr;Gebiet;gehört;Wahlberechtigte;Wahlberechtigte;Wähler;Wähler;Ungültige;Ungültige;Gültige;Gültige;CDU;CDU;SPD;SPD;GRÜNE;GRÜNE;FDP;FDP;DIE LINKE;DIE LINKE;CSU;CSU;FREIE WÄHLER;FREIE WÄHLER;REP;REP;Tierschutzpartei;Tierschutzpartei;FAMILIE;FAMILIE;PIRATEN;PIRATEN;ÖDP;ÖDP;PBC;PBC;Volksabstimmung;Volksabstimmung;BP;BP;CM;CM;AUF;AUF;DKP;DKP;BüSo;BüSo;PSG;PSG;AfD;AfD;PRO NRW;PRO NRW;MLPD;MLPD;NPD;NPD;Die PARTEI;Die PARTEI;Übrige;Übrige;
;;zu;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;
8226;"Rhein-Neckar-Kreis";8;399656;394936;216540;215870;6007;8348;210533;207522;77224;78732;55567;44624;25559;29035;8521;28643;7476;6640;;;4999;2063;1072;3500;2403;2902;1089;1914;2729;1722;764;387;505;794;516;619;137;164;276;355;328;222;100;134;53;48;70;40;18401;;80;;71;;1503;;1090;;;4984;
8231;"Pforzheim, Stadt";8;77938;78871;29737;32917;519;1139;29218;31778;10278;11613;6663;6329;2884;3859;1344;4942;1543;1225;;;424;299;168;608;321;504;156;287;333;284;85;78;109;254;80;114;40;45;46;72;48;54;15;22;17;10;10;8;4232;;15;;20;;225;;162;;;1171;
8235;"Calw";8;110858;111120;57453;59049;1381;2469;56072;56580;24398;23455;11119;8713;5077;6361;2779;8811;1589;1482;;;1264;570;385;1300;610;823;337;678;492;466;254;170;658;1213;188;211;45;60;165;245;245;157;18;28;17;11;18;7;5761;;19;;27;;401;;206;;;1819;
8236;"Enzkreis";8;142528;142317;76435;76127;1947;3345;74488;72782;28203;26747;17542;13940;7983;9745;3188;10844;2114;1991;;;1662;776;534;1616;906;1037;411;871;736;608;342;216;588;1482;226;269;79;88;144;159;227;149;26;44;21;17;20;15;8538;;36;;20;;601;;341;;;2168;
8237;"Freudenstadt";8;86824;87790;44445;45514;1111;1654;43334;43860;17994;15987;7825;6086;3458;4118;5643;11697;1040;961;;;791;308;572;1128;426;473;295;489;345;222;223;122;404;823;96;114;23;31;113;140;120;103;6;19;14;20;10;7;3479;;20;;11;;298;;128;;;1012;
8311;"Freiburg im Breisgau, Stadt";8;155449;147051;85548;74905;830;1440;84718;73465;18338;17751;20857;13927;23466;23846;2821;7024;7257;4203;;;1047;540;215;578;1044;824;248;402;1795;966;749;319;203;269;177;210;30;53;86;105;151;116;71;81;22;25;28;33;4825;;21;;73;;206;;988;;;2193;
8315;"Breisgau-Hochschwarzwald";8;190289;186727;109276;106589;2788;4869;106488;101720;40848;38798;24549;17118;17386;19018;4027;13324;3455;2481;;;2119;1328;486;1292;1253;1487;587;1077;1027;696;609;307;446;609;330;344;65;88;198;295;224;212;37;43;29;39;39;37;7879;;42;;29;;339;;485;;;3127;
8316;"Emmendingen";8;121857;119444;65600;64895;2025;3449;63575;61446;23457;22204;15837;12353;9624;10544;2174;7620;2147;1668;;;1634;997;349;822;984;1069;393;697;764;503;961;178;181;308;203;206;45;49;134;198;123;89;24;30;15;27;16;20;3822;;18;;19;;324;;327;;;1864;
8317;"Ortenaukreis";8;316303;314716;161212;160551;5739;9164;155473;151387;66144;63414;36934;26156;18641;19737;4631;20355;4307;4210;;;4538;2365;729;2164;1765;1928;1137;1880;1481;1109;691;380;487;699;464;654;92;117;332;490;305;191;80;78;48;96;46;56;11084;;55;;45;;796;;641;;;5308;
8325;"Rottweil";8;103195;104377;53160;53557;1806;3408;51354;50149;24116;21932;9731;7123;4112;4830;2416;8196;1174;976;;;1106;553;308;967;507;609;366;795;419;381;1126;952;247;416;176;218;37;64;130;183;150;89;12;19;13;17;15;27;4542;;23;;13;;436;;179;;;1802;
8326;"Schwarzwald-Baar-Kreis";8;150541;151669;74092;73872;1988;3766;72104;70106;32525;30458;14776;11124;7801;8197;2886;10246;1900;1615;;;1856;1172;278;1083;761;886;370;762;676;462;257;237;410;567;236;300;69;72;153;229;182;130;32;46;17;24;27;26;5925;;20;;45;;648;;254;;;2470;
8327;"Tuttlingen";8;96043;96392;48601;50545;1640;2995;46961;47550;23261;21289;8605;6551;4310;4622;2233;8778;1206;1030;;;1081;655;233;812;480;613;333;523;416;366;212;142;160;239;157;171;41;42;95;125;147;64;17;25;14;8;16;17;3386;;23;;26;;335;;174;;;1478;
8335;"Konstanz";8;202911;197300;102839;97121;2225;4002;100614;93119;38136;34187;22483;15203;16146;16034;4579;14781;3866;2666;;;2393;1266;370;950;1126;1246;472;859;1276;986;542;305;270;396;326;385;64;94;148;193;232;165;37;59;30;30;45;36;6970;;44;;44;;451;;564;;;3278;
8336;"Lörrach";8;162717;159967;78919;76474;2032;3648;76887;72826;26815;24745;20539;14982;11322;12381;2895;9880;2617;2092;;;2037;1096;420;1136;850;951;423;746;895;544;336;208;455;637;334;371;71;84;165;186;291;163;31;46;20;30;20;21;5303;;22;;46;;632;;348;;;2527;
8337;"Waldshut";8;119139;119217;61692;60313;1672;3337;60020;56976;26678;24286;13294;9082;6860;7368;2062;7779;1701;1156;;;1872;1216;409;1078;589;677;308;593;563;440;361;337;232;388;240;231;31;60;128;174;178;145;21;31;11;23;18;20;3800;;23;;25;;419;;197;;;1892;
8415;"Reutlingen";8;199935;198344;100213;101658;2036;3730;98177;97928;39288;37497;21246;16329;12923;14744;4473;15806;3461;3097;;;2039;1047;536;1712;956;1081;504;953;1034;715;480;288;447;783;315;467;91;98;189;336;281;209;36;50;18;26;21;33;8626;;43;;76;;601;;493;;;2657;
8416;"Tübingen";8;158007;152944;91219;85871;1347;2352;89872;83519;28500;26001;20343;13780;18331;20245;3597;11280;5453;4034;;;1192;673;332;1201;810;797;358;626;1385;1039;650;447;363;565;203;266;43;54;118;217;244;192;71;43;23;16;33;25;6624;;16;;80;;364;;739;;;2018;
8417;"Zollernalbkreis";8;139454;141038;68190;69326;2010;3671;66180;65655;30105;28460;13171;10126;6052;6335;2935;10562;2031;1812;;;1609;961;467;1531;737;928;507;867;678;561;277;172;314;550;247;267;59;71;121;248;151;91;22;27;17;28;27;20;5630;;29;;95;;644;;255;;;2038;
8421;"Ulm, Universitätsstadt";8;82591;80878;41224;38714;421;793;40803;37921;13061;12208;10810;7562;7242;7598;1760;5524;1836;1365;;;571;440;129;382;456;414;180;271;829;505;267;208;93;130;98;93;26;35;46;81;106;51;8;20;14;7;53;13;2738;;11;;45;;146;;278;;;1014;
8425;"Alb-Donau-Kreis";8;138961;138229;79911;80981;1956;3439;77955;77542;37916;36006;15116;11124;8434;9544;2154;9875;1910;1700;;;1926;1234;462;1446;757;973;558;1028;801;601;578;422;285;546;221;291;73;67;182;272;428;196;35;29;19;24;20;29;5221;;34;;41;;492;;292;;;2135;
8426;"Biberach";8;143105;141587;77407;78905;2159;3540;75248;75365;39244;38299;12092;8152;7863;7838;2358;10214;1677;1698;;;2021;872;537;1572;724;823;586;1154;720;547;1060;814;184;282;268;254;89;71;291;445;391;149;15;31;17;38;20;12;4459;;21;;26;;341;;244;;;2100;
8435;"Bodenseekreis";8;156520;152434;85430;79651;1558;2676;83872;76975;34910;31603;17145;10922;12613;12311;3444;11473;2741;1995;;;2398;1323;295;839;883;989;393;805;872;629;768;524;184;333;264;289;65;80;142;252;280;107;35;26;24;35;20;18;5630;;20;;43;;344;;359;;;2422;
8436;"Ravensburg";8;206250;201576;106823;105914;2238;3870;104585;102044;47401;44818;17930;11887;15027;15371;3253;13928;3344;2553;;;3313;1804;516;1431;981;1281;716;1520;1010;783;2725;2091;285;535;316;377;104;108;234;434;472;215;28;39;25;42;55;35;5886;;28;;49;;455;;432;;;2792;
8437;"Sigmaringen";8;96443;96685;51879;52386;1669;2974;50210;49412;26157;25361;7864;5666;5525;4805;1509;6599;1164;1052;;;1526;691;411;1286;521;592;373;731;442;346;294;218;116;213;148;183;42;31;115;189;113;67;13;24;14;28;22;13;3343;;18;;20;;297;;163;;;1317;
908;"Baden-Württemberg";99;7713126;7635842;4015264;3968608;89490;149083;3925774;3819525;1542244;1478135;902720;689812;517842;572267;161669;537100;142360;114105;;;91721;49149;23970;73565;40470;45596;20623;37736;48466;33209;27468;18875;14877;26765;10286;12450;2923;3415;6515;9526;10056;7274;1705;2231;1172;1374;1174;1067;309500;;1413;;2353;;23424;;20823;;;105874;

9161;"Ingolstadt, Stadt";9;90683;88885;30667;30825;100;187;30567;30638;;;6166;3638;3419;3230;961;2467;1155;908;12446;16124;915;1318;222;332;241;173;65;109;439;323;1033;994;46;97;71;45;287;238;29;23;36;30;9;14;4;8;8;2;2648;;9;;12;;173;;173;;;565;
9162;"München, Landeshauptstadt";9;924005;896703;422743;387606;950;1592;421793;386014;;;108649;65266;82846;82663;22303;52506;17057;12034;113475;127500;7699;11937;1386;2624;4859;3372;764;1083;8086;4424;11360;7356;286;518;626;541;3498;3148;257;387;851;313;292;396;157;196;80;120;32869;;142;;168;;1123;;2960;;;9630;
9163;"Rosenheim, Stadt";9;41596;41249;15629;16033;51;125;15578;15908;;;2613;1786;2238;2061;501;1390;497;398;5758;7562;445;604;252;515;194;133;42;72;210;126;461;442;13;19;25;22;372;234;24;39;41;12;17;12;10;11;4;8;1696;;8;;4;;48;;105;;;462;
9171;"Altötting";9;82981;82893;30679;33822;103;246;30576;33576;;;4828;3600;2682;2481;724;2686;752;578;14878;18914;1234;1974;244;461;338;199;82;123;275;204;1053;738;25;29;48;54;609;508;48;71;79;22;15;17;60;44;9;9;2332;;10;;7;;123;;121;;;864;
9172;"Berchtesgadener Land";9;74848;74108;27428;29585;108;221;27320;29364;;;4423;2567;3301;3169;703;2237;610;539;12434;16735;981;1192;239;579;278;221;67;103;193;129;887;608;73;81;53;37;439;420;85;105;128;37;9;15;5;1;3;10;2193;;10;;7;;125;;74;;;579;
9173;"Bad Tölz-Wolfratshausen";9;92336;90270;40436;40813;191;280;40245;40533;;;6139;3470;5323;4886;1405;4176;906;610;16628;21279;2083;1973;146;369;455;292;107;158;389;243;862;804;34;44;77;93;1005;753;52;69;125;43;10;18;15;15;13;4;4215;;7;;5;;120;;124;;;1234;
9174;"Dachau";9;102640;98562;44674;43730;122;261;44552;43469;;;8168;4943;4860;5093;1081;3914;1023;762;18550;21965;2085;2360;185;410;480;389;139;214;495;325;1779;1131;45;63;84;63;952;614;44;76;127;22;17;19;14;14;14;7;4079;;11;;10;;142;;168;;;1085;
9175;"Ebersberg";9;97182;93164;46287;46643;135;292;46152;46351;;;8385;5277;7169;6812;1744;4548;1050;749;17603;22104;1644;2379;146;330;482;433;145;225;617;326;1286;1148;31;53;72;85;1180;595;38;69;146;33;21;23;13;13;14;9;4032;;15;;8;;117;;194;;;1140;
9176;"Eichstätt";9;96247;94476;42483;43694;137;282;42346;43412;;;7203;4463;3230;3153;818;2608;894;672;20643;25251;2653;3707;149;371;309;217;128;204;339;273;1680;1182;64;86;101;48;598;435;67;67;129;32;13;12;13;9;7;4;2846;;9;;6;;280;;167;;;618;
9177;"Erding";9;96834;92806;40820;40599;166;232;40654;40367;;;5866;3467;4609;4892;975;3262;990;647;17304;20291;2373;2780;478;972;525;335;122;199;396;256;1608;1486;17;33;85;70;1019;652;47;50;133;45;21;17;7;8;11;8;3725;;11;;16;;142;;174;;;897;
9178;"Freising";9;119723;117476;51944;51034;247;306;51697;50728;;;8096;4527;8467;8298;1456;4426;1559;971;18528;23251;3380;3946;173;476;639;414;201;256;636;494;1672;1406;55;71;108;74;906;599;50;52;136;35;20;33;12;11;10;11;4998;;19;;13;;243;;320;;;1377;
9179;"Fürstenfeldbruck";9;155035;150785;71977;71485;205;355;71772;71130;;;15044;9039;10373;11064;2572;7078;1834;1359;26159;32527;2963;3799;261;569;821;605;194;278;1078;541;1876;1015;68;94;127;119;893;819;61;87;233;41;24;31;15;26;21;8;6591;;26;;16;;227;;295;;;2031;
9180;"Garmisch-Partenkirchen";9;65622;65121;28061;27655;92;208;27969;27447;;;3574;1789;2585;2487;971;2739;554;358;12599;15742;1415;1248;57;161;322;194;66;99;156;104;1482;812;29;44;88;45;671;689;34;36;68;23;5;12;2;2;12;;3079;;13;;8;;102;;77;;;863;
9181;"Landsberg am Lech";9;88105;84986;38543;38726;112;223;38431;38503;;;6341;3528;6136;5807;1193;3746;1000;749;15202;19184;1268;1520;127;311;467;314;128;183;360;268;1548;911;34;66;73;54;899;854;64;66;156;114;14;11;9;6;6;3;3125;;6;;6;;131;;138;;;808;
9182;"Miesbach";9;72572;71502;30495;33465;106;267;30389;33198;;;4505;2892;4284;3591;1348;3461;547;467;12608;17962;1316;1754;82;296;373;280;81;131;239;170;702;544;23;26;67;57;814;625;30;54;86;23;9;9;10;9;6;3;3052;;9;;7;;92;;99;;;844;
9183;"Mühldorf a.Inn";9;84607;83938;31554;34689;113;259;31441;34430;;;4055;2614;2904;2803;735;2339;737;511;15077;20470;1457;2100;168;490;346;234;109;145;237;215;1382;745;42;49;59;72;926;679;50;77;109;26;13;16;32;11;6;9;2730;;11;;5;;152;;99;;;825;
9184;"München";9;235289;229521;116090;115686;360;547;115730;115139;;;26255;15663;16371;17751;5931;15381;2722;1956;41772;50278;3099;4469;488;977;1276;936;303;516;1515;888;2974;2045;79;109;168;158;1265;1141;77;111;277;73;33;47;31;42;18;13;10247;;42;;18;;281;;488;;;2585;
9185;"Neuburg-Schrobenhausen";9;70878;69302;29953;29366;145;164;29808;29202;;;4091;2483;2127;1888;604;1955;621;470;15350;17664;2148;2599;147;270;314;194;98;141;262;168;512;314;29;39;74;52;484;383;38;45;75;14;12;11;6;3;3;4;2514;;12;;6;;174;;107;;;505;
9186;"Pfaffenhofen a.d.Ilm";9;91211;88261;39910;37665;197;190;39713;37475;;;6820;3678;3544;3345;956;3189;886;720;18471;20668;1903;2501;201;349;412;247;160;191;400;301;1188;815;62;53;130;70;697;508;52;49;101;30;17;14;8;10;10;3;3200;;11;;6;;273;;205;;;734;
9187;"Rosenheim";9;191063;185131;79735;84692;248;531;79487;84161;;;11167;6706;10076;9644;2310;7163;1841;1169;34166;44939;2965;4004;655;1885;841;644;213;341;716;485;2918;2583;84;97;144;146;2905;1893;111;165;323;79;33;42;36;44;16;15;7391;;24;;16;;264;;272;;;2117;
9188;"Starnberg";9;96460;94975;49854;49098;126;180;49728;48918;;;9420;5057;8185;8361;3363;7443;1129;757;17748;21625;1415;1939;139;290;606;345;124;158;551;324;1313;900;21;52;69;72;649;481;32;48;121;38;13;10;13;18;9;6;4499;;8;;8;;118;;175;;;994;
9189;"Traunstein";9;132926;130926;52553;56609;157;360;52396;56249;;;8070;5277;7962;7033;1307;3978;1288;938;22251;30304;2001;2401;289;697;529;377;131;181;380;274;2003;1440;102;144;98;91;1644;1522;106;153;238;38;10;19;49;31;11;10;3544;;12;;11;;205;;155;;;1341;
9190;"Weilheim-Schongau";9;100654;98690;44488;44135;141;320;44347;43815;;;7267;4798;5558;4987;1338;3685;1164;874;17200;22143;2001;1866;138;423;488;332;169;262;414;245;2140;1828;37;75;114;85;1178;732;47;83;184;58;19;24;11;8;10;6;4572;;21;;7;;142;;128;;;1301;
9261;"Landshut, Stadt";9;48822;47340;18488;18571;57;124;18431;18447;;;3227;1942;2703;2471;621;1564;660;430;7106;9344;765;974;64;146;282;164;42;66;242;142;601;492;12;20;39;18;254;187;13;25;41;11;16;11;7;5;4;4;1525;;6;;7;;82;;112;;;431;
9262;"Passau, Stadt";9;38468;38546;14490;14578;48;70;14442;14508;;;2963;2146;1980;1617;596;1510;613;461;5403;6692;265;409;51;111;158;96;35;27;202;137;653;849;8;18;17;8;130;99;18;18;13;15;6;4;2;3;3;2;1156;;5;;6;;67;;92;;;286;
9263;"Straubing, Stadt";9;34667;34297;11029;11777;51;92;10978;11685;;;1796;1262;725;610;280;770;321;274;5450;6950;308;470;62;168;121;87;20;23;87;61;547;593;14;17;38;17;179;126;8;11;9;9;4;7;4;5;6;;804;;4;;7;;143;;41;;;225;
9271;"Deggendorf";9;91418;90832;27570;31812;93;198;27477;31614;;;3849;2884;1757;1905;531;2381;669;728;14167;17281;1692;2955;150;760;300;239;75;121;187;164;714;849;55;80;69;38;488;558;43;44;44;23;5;10;1;7;2;5;2348;;9;;7;;245;;70;;;582;
9272;"Freyung-Grafenau";9;63709;63891;16875;18737;58;100;16817;18637;;;2504;1700;983;966;289;1264;380;484;8815;10542;896;1653;75;303;158;121;38;64;101;69;438;552;18;31;37;20;566;457;27;24;40;9;7;7;1;4;3;2;1235;;7;;4;;157;;38;;;365;
9273;"Kelheim";9;87352;85508;32825;34426;108;197;32717;34229;;;5161;3584;2388;2257;591;2364;647;597;17119;20028;1398;2368;118;354;304;217;89;168;273;192;1332;1026;27;29;55;54;746;339;29;46;62;26;16;18;5;1;6;5;2022;;3;;3;;246;;77;;;556;
9274;"Landshut";9;116297;114047;46391;51506;127;406;46264;51100;;;5951;3807;4330;3807;1017;3443;888;752;22077;28730;4593;5485;189;721;486;380;128;236;431;322;1577;1488;24;45;78;62;1030;728;51;77;134;33;13;18;6;12;11;6;2885;;7;;5;;223;;130;;;948;
9275;"Passau";9;149285;147761;45962;50583;162;354;45800;50229;;;7160;5234;3254;3031;988;4032;1256;1149;23258;27876;1797;3330;201;597;534;372;106;222;327;218;1571;2113;46;64;133;63;887;731;70;90;116;33;13;15;9;14;9;10;3625;;14;;9;;313;;104;;;1035;
9276;"Regen";9;62610;63345;16498;19705;69;130;16429;19575;;;2437;2004;929;852;314;1293;386;415;8436;11163;867;1706;92;346;161;107;42;66;119;115;538;677;19;33;33;23;301;358;24;24;38;14;6;10;2;3;6;1;1501;;5;;2;;136;;35;;;365;
9277;"Rottal-Inn";9;91946;91833;30433;32804;141;234;30292;32570;;;3589;2570;2119;1946;631;2458;615;537;16488;18389;1178;3004;110;326;377;241;73;116;226;169;1424;1283;10;30;53;52;723;612;47;81;66;27;9;8;11;35;4;6;2231;;20;;6;;198;;84;;;680;
9278;"Straubing-Bogen";9;76667;75392;30366;32398;90;208;30276;32190;;;3467;2036;1337;1043;559;1831;417;397;17174;20187;1836;2806;165;480;249;163;72;122;156;173;1820;1926;18;18;64;37;630;488;26;16;46;18;11;7;4;11;9;3;1796;;5;;8;;337;;70;;;428;
9279;"Dingolfing-Landau";9;71650;70176;25503;27275;92;192;25411;27083;;;3452;2513;1438;1173;458;1665;473;432;13893;16261;1089;1885;181;560;246;171;88;120;164;136;1126;987;17;20;61;45;604;459;36;45;67;20;8;16;7;5;1;3;1648;;9;;2;;256;;87;;;567;
9361;"Amberg, Stadt";9;33217;33638;11512;11929;38;65;11474;11864;;;2821;1981;892;1047;291;966;417;293;4652;5671;259;671;40;107;115;84;15;44;127;80;419;503;22;15;28;20;124;82;15;21;28;8;2;7;3;1;1;2;1096;;4;;5;;63;;35;;;261;
9362;"Regensburg, Stadt";9;103432;100204;41675;39187;94;191;41581;38996;;;9570;5183;7249;6477;1331;3320;1859;1318;13228;17098;1239;1634;75;331;431;394;76;126;804;463;1528;1307;36;60;55;57;286;284;33;50;80;29;41;26;6;9;12;10;3162;;16;;12;;138;;314;;;820;
9363;"Weiden i.d.OPf., Stadt";9;33246;33339;11551;12029;46;118;11505;11911;;;2888;2234;967;929;256;956;366;321;4700;5674;285;597;33;157;94;97;26;60;93;84;227;228;20;27;45;22;109;134;9;16;11;9;3;7;3;2;6;2;1216;;5;;5;;94;;44;;;355;
9371;"Amberg-Sulzbach";9;82522;82815;33538;34668;153;300;33385;34368;;;7452;5225;2260;2116;547;2302;760;738;15416;17384;1663;2991;136;506;268;206;103;191;272;194;1101;1215;50;69;64;68;420;365;29;53;61;28;9;18;2;4;5;11;2365;;10;;13;;258;;121;;;684;
9372;"Cham";9;102140;101943;31749;37194;137;289;31612;36905;;;4112;2489;1863;1747;500;2051;511;683;16985;21288;2705;5466;123;426;291;273;79;146;249;171;775;760;46;66;57;51;699;531;49;55;60;37;19;11;5;10;12;7;2192;;5;;6;;200;;69;;;637;
9373;"Neumarkt i.d.OPf.";9;99620;97899;42576;45546;139;307;42437;45239;;;5783;3437;3477;3076;694;2542;936;716;22669;27012;2496;4940;138;422;370;284;132;197;350;239;1109;784;45;55;92;56;543;380;57;80;96;43;8;17;7;10;3;4;2874;;5;;6;;388;;159;;;945;
9374;"Neustadt a.d.Waldnaab";9;76683;77274;31408;34350;145;336;31263;34014;;;6554;5226;1771;1597;433;2026;516;569;15391;17619;1663;3288;106;386;293;218;91;151;218;201;764;686;25;31;74;80;436;534;37;60;59;23;6;8;8;5;6;5;2408;;7;;9;;306;;82;;;1301;
9375;"Regensburg";9;146252;142842;61865;61968;256;353;61609;61615;;;11049;6920;5357;4954;1279;4293;1299;1233;27280;32576;5705;5414;292;909;644;559;167;304;505;386;1687;1802;68;90;117;68;844;720;65;87;125;47;32;13;17;21;11;12;4449;;18;;18;;358;;223;;;1207;
9376;"Schwandorf";9;114360;114015;41070;43735;163;356;40907;43379;;;8588;6694;2172;2222;479;2405;813;1032;20184;23298;1741;3428;218;571;426;346;135;202;309;268;1302;1151;38;58;94;75;713;604;48;60;124;33;14;15;9;9;13;5;3001;;7;;11;;341;;127;;;903;
9377;"Tirschenreuth";9;60297;61440;24073;28450;96;310;23977;28140;;;4131;3728;1203;1255;322;1744;391;516;13390;15689;1520;2725;52;358;218;233;87;149;158;150;367;297;29;36;69;47;211;329;42;70;67;18;2;18;4;9;5;4;1416;;13;;8;;216;;56;;;765;
9461;"Bamberg, Stadt";9;55010;54063;22127;22272;81;135;22046;22137;;;4381;3040;4631;3863;785;2466;989;757;7235;8933;429;1037;74;332;204;160;62;72;419;234;527;376;24;35;42;34;204;182;24;40;50;28;23;24;6;4;5;6;1550;;4;;28;;182;;168;;;514;
9462;"Bayreuth, Stadt";9;57280;56455;21750;22314;83;146;21667;22168;;;5277;3748;3133;3078;1177;2984;767;533;7220;8108;530;1939;93;260;233;191;62;85;428;227;334;262;127;106;35;25;122;93;29;33;54;33;8;14;8;4;2;7;1757;;8;;13;;89;;161;;;438;
9463;"Coburg, Stadt";9;32359;32732;12559;12969;33;80;12526;12889;;;3496;2855;1712;1576;414;1523;503;410;4351;4864;181;723;33;110;134;96;36;44;147;102;218;221;31;28;25;16;45;43;8;22;8;9;6;13;3;1;1;1;995;;0;;3;;87;;89;;;232;
9464;"Hof, Stadt";9;34221;35831;11294;12273;54;136;11240;12137;;;2701;2207;929;1010;298;1216;421;415;4676;5447;244;660;48;193;119;105;39;56;170;131;108;115;112;128;16;29;60;74;24;27;31;15;8;5;4;;0;2;1075;;11;;4;;96;;46;;;302;
9471;"Bamberg";9;115598;113688;46669;51316;190;394;46479;50922;;;7739;5547;3923;3652;1043;4585;1175;1156;23289;26625;1566;3971;391;1201;459;384;224;407;471;362;809;678;101;147;178;117;740;725;66;103;153;44;5;15;14;7;10;4;3186;;11;;23;;736;;167;;;1192;
9472;"Bayreuth";9;85177;85664;34697;38256;120;279;34577;37977;;;7676;5741;2741;2720;819;3238;746;606;15370;16405;2305;6364;264;732;347;231;150;200;280;187;393;348;99;111;76;43;294;264;46;53;96;34;8;11;3;6;4;7;2556;;10;;4;;194;;96;;;676;
9473;"Coburg";9;70794;71568;28104;29290;100;203;28004;29087;;;7788;6395;2183;2137;567;2367;729;796;11785;13068;1107;2330;86;418;249;188;119;161;217;188;396;272;45;54;55;37;161;120;21;21;35;21;4;14;5;10;6;11;2053;;6;;26;;252;;109;;;479;
9474;"Forchheim";9;89698;88341;39835;40935;130;289;39705;40646;;;7920;4817;4579;4390;1076;3969;1117;799;16624;18193;2481;5003;371;870;417;284;119;216;378;295;574;414;83;144;102;50;262;212;38;65;98;69;20;13;9;4;8;7;2874;;10;;12;;371;;162;;;832;
9475;"Hof";9;79214;82142;32049;32651;132;327;31917;32324;;;8325;6488;1881;2016;551;2497;848;823;14386;15343;1275;2705;180;379;327;240;118;170;309;197;343;237;194;311;65;59;185;174;52;53;127;90;9;14;3;5;8;2;2381;;14;;11;;217;;108;;;521;
9476;"Kronach";9;56593;58632;21125;25352;145;463;20980;24889;;;5317;5196;1071;1120;379;2003;437;541;10360;12254;849;2229;92;342;175;171;63;112;150;107;181;145;53;84;48;25;108;100;37;41;40;28;7;7;5;4;4;6;1286;;5;;11;;246;;56;;;374;
9477;"Kulmbach";9;60402;61669;23288;25748;87;186;23201;25562;;;5653;4916;1661;1916;572;2034;637;532;10167;11992;1128;2327;101;286;222;190;82;123;212;150;295;295;47;87;62;39;101;126;35;28;43;43;8;7;3;8;6;8;1915;;4;;10;;150;;87;;;455;
9478;"Lichtenfels";9;54645;55106;21779;24331;83;240;21696;24091;;;3846;3247;1322;1270;377;1749;403;354;11513;12862;1062;2798;83;274;205;143;66;127;230;206;387;334;57;73;52;39;136;130;19;43;35;11;2;3;7;3;6;6;1525;;3;;2;;277;;81;;;419;
9479;"Wunsiedel i.Fichtelgebirge";9;60370;63282;22246;25427;126;293;22120;25134;;;6240;5787;1381;1537;409;1780;601;765;9400;11055;806;1981;101;451;286;267;78;146;191;142;205;174;68;109;69;37;196;223;18;36;35;14;9;8;3;4;5;1;1652;;8;;6;;258;;95;;;617;
9561;"Ansbach, Stadt";9;31263;31226;11331;11435;46;99;11285;11336;;;3040;1937;1529;1420;247;935;512;447;3451;4122;360;1155;47;162;123;95;34;52;122;79;572;479;48;44;41;21;72;56;13;19;24;9;12;5;2;2;1;3;882;;4;;1;;86;;62;;;294;
9562;"Erlangen, Stadt";9;77383;76157;37320;34910;88;193;37232;34717;;;10476;6293;7021;6818;1534;3761;1753;1222;9752;11457;923;2006;54;207;312;243;110;157;828;550;1154;860;62;93;64;39;109;101;31;26;73;36;17;22;16;14;9;7;2473;;9;;23;;131;;298;;;805;
9563;"Fürth, Stadt";9;86007;82985;31368;30734;145;256;31223;30478;;;9179;6523;4957;4522;945;2641;2228;1555;8124;9586;576;2680;136;398;338;294;96;161;656;346;473;405;57;99;70;64;170;96;22;32;94;95;31;25;4;6;9;7;2542;;5;;16;;220;;275;;;943;
9564;"Nürnberg, Stadt";9;349601;345854;143804;138900;811;1030;142993;137870;;;42711;28682;20688;21241;4300;13068;8180;6179;39577;47394;2700;7966;558;1986;1675;1386;467;579;2719;1403;3016;2153;224;338;327;261;609;506;87;154;256;216;166;127;27;28;45;36;12070;;63;;111;;1311;;1106;;;4167;
9565;"Schwabach, Stadt";9;30006;29197;12459;12172;52;104;12407;12068;;;3003;2172;1923;1544;367;1089;550;391;4279;4724;330;1089;40;138;133;120;47;48;137;94;254;223;29;56;22;12;79;57;13;11;18;16;6;7;0;3;0;1;1028;;4;;3;;86;;56;;;273;
