Nr;Gebiet;gehört;Wahlberechtigte;Wahlberechtigte;Wähler;Wähler;Ungültige;Ungültige;Gültige;Gültige;CDU;CDU;SPD;SPD;GRÜNE;GRÜNE;CSU;CSU;DIE LINKE;DIE LINKE;FDP;FDP;REP;REP;Die Tierschutzpartei;Die Tierschutzpartei;FAMILIE;FAMILIE;ödp;ödp;DIE FRAUEN;DIE FRAUEN;Volksabstimmung;Volksabstimmung;PBC;PBC;CM;CM;AUFBRUCH;AUFBRUCH;DKP;DKP;BP;BP;PSG;PSG;BüSo;BüSo;50Plus;50Plus;AUF;AUF;DVU;DVU;DIE GRAUEN;DIE GRAUEN;DIE VIOLETTEN;DIE VIOLETTEN;EDE;EDE;FBI;FBI;VOLKSENTSCHEIDE;VOLKSENTSCHEIDE;FW FREIE WÄHLER;FW FREIE WÄHLER;Newropeans;Newropeans;PIRATEN;PIRATEN;RRP;RRP;RENTNER;RENTNER;Übrige;Übrige;
;;zu;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;
6435;"Main-Kinzig-Kreis";6;299597;296193;101668;108823;1898;3644;99770;105179;38092;45241;23716;25512;12691;12941;;;3848;2149;12721;7226;1781;3849;1057;1754;551;986;176;225;300;684;327;718;195;355;173;253;82;165;113;177;57;;13;105;33;85;224;;127;;277;;161;;175;;35;;75;;117;;736;;30;;763;;253;;871;;;2754;
6436;"Main-Taunus-Kreis";6;164826;162077;74875;71860;1171;1532;73704;70328;31202;32585;12167;12180;11026;10997;;;2030;979;11745;7299;797;1260;599;1009;331;492;125;126;168;342;216;283;94;117;86;146;44;68;32;87;56;;8;47;29;48;129;;106;;131;;105;;86;;32;;51;;67;;740;;177;;632;;170;;523;;;2263;
6437;"Odenwaldkreis";6;73458;73645;23937;26108;522;1000;23415;25108;7949;9992;6654;7061;2962;3038;;;930;469;2673;1532;634;1081;210;434;105;235;53;63;69;151;57;159;77;137;35;50;23;56;27;45;28;;7;26;6;21;44;;39;;68;;43;;47;;13;;16;;16;;168;;7;;189;;54;;212;;;558;
6438;"Offenbach";6;238126;236705;92888;90386;1851;2619;91037;87767;36564;41667;17253;17489;13332;12588;;;3000;1521;13504;6672;1070;1634;866;1175;414;659;192;215;236;471;282;472;137;188;205;185;78;102;62;133;76;;21;91;17;48;189;;121;;192;;166;;147;;46;;66;;104;;706;;43;;950;;214;;784;;;2457;
6439;"Rheingau-Taunus-Kreis";6;138347;137428;55536;56843;794;1408;54742;55435;22051;24360;11539;12208;8283;8487;;;1513;713;7462;4919;752;1422;491;750;214;391;78;117;124;281;163;209;100;158;74;81;33;67;15;54;41;;10;37;24;39;85;;53;;106;;71;;90;;15;;30;;56;;305;;18;;468;;113;;365;;;1142;
6440;"Wetteraukreis";6;222777;218670;79395;82167;1287;2338;78108;79829;28857;33703;18858;19394;10744;10855;;;2567;1398;10969;6301;799;1463;754;1157;425;663;131;137;204;486;204;443;203;315;90;140;68;112;38;88;55;;17;69;23;51;129;;93;;206;;97;;170;;23;;59;;67;;922;;41;;620;;147;;528;;;3054;
6531;"Gießen";6;194052;189558;82468;66210;2117;1638;80351;64572;25867;24549;23980;17655;11432;9760;;;3100;1727;9882;5191;721;1178;526;814;374;424;100;186;207;317;200;333;294;386;78;128;42;92;76;139;40;;18;57;20;44;111;;78;;176;;89;;109;;30;;56;;75;;1062;;40;;1020;;128;;420;;;1592;
6532;"Lahn-Dill-Kreis";6;194588;194383;62294;60289;1091;1233;61203;59056;24002;26575;16630;15365;6590;5812;;;2074;1085;7157;3834;707;1433;441;667;286;469;89;117;137;257;159;290;534;991;114;187;36;75;43;106;43;;15;54;21;44;100;;112;;182;;78;;71;;14;;34;;56;;537;;21;;459;;95;;366;;;1695;
6533;"Limburg-Weilburg";6;132066;131479;50131;48945;1235;1522;48896;47423;22836;24660;10852;10890;4528;4375;;;1386;562;5610;2961;483;845;422;582;261;376;77;94;136;249;152;254;77;118;85;100;32;64;29;47;44;;18;33;14;36;72;;59;;106;;94;;78;;18;;50;;56;;363;;19;;387;;130;;422;;;1177;
6534;"Marburg-Biedenkopf";6;185244;183501;66676;67211;818;1533;65858;65678;22314;25692;17566;17360;11408;10611;;;3295;2203;6565;3837;754;1427;441;737;307;479;142;224;167;360;173;317;335;476;120;214;35;76;58;146;49;;25;49;29;55;84;;108;;147;;63;;86;;17;;39;;52;;298;;48;;650;;103;;380;;;1415;
6535;"Vogelsbergkreis";6;90150;91944;30261;31742;604;1063;29657;30679;10774;13403;8039;8224;3222;3074;;;1083;476;4125;2357;413;921;212;381;193;263;38;52;90;179;89;197;70;127;38;57;24;53;21;59;29;;8;32;13;20;50;;54;;91;;31;;50;;9;;22;;33;;391;;5;;218;;36;;186;;;804;
6611;"Kassel, documenta-Stadt";6;140842;138804;50120;51674;845;1874;49275;49800;14119;15945;12853;12928;11155;11642;;;3260;2039;4688;3185;325;567;412;618;179;309;87;96;130;271;118;249;101;144;40;87;27;79;59;132;25;;15;73;19;35;64;;68;;78;;77;;110;;29;;14;;62;;146;;27;;633;;69;;286;;;1401;
6631;"Fulda";6;168532;165295;58139;61976;979;1734;57160;60242;30668;35744;8593;9261;5808;5250;;;1536;695;6195;3630;631;1426;396;572;383;546;101;281;143;337;163;400;137;197;226;255;57;106;45;86;63;;16;52;13;37;118;;153;;151;;83;;93;;18;;44;;56;;346;;12;;368;;110;;434;;;1367;
6632;"Hersfeld-Rotenburg";6;98938;100940;33782;36713;608;1422;33174;35291;11406;13464;11918;12596;2641;2831;;;1164;663;3760;2136;313;714;227;432;187;349;47;50;74;219;80;229;176;188;39;82;19;57;15;55;24;;16;26;11;22;60;;41;;150;;42;;30;;6;;20;;39;;205;;7;;179;;62;;216;;;1178;
6633;"Kassel";6;192080;192690;68383;73832;1590;3740;66793;70092;20179;23518;25214;26777;7989;8224;;;2566;1438;6699;4219;515;836;549;901;354;638;71;86;151;420;164;433;129;246;54;133;35;100;33;84;38;;14;56;10;38;129;;53;;111;;125;;77;;24;;53;;49;;261;;18;;433;;125;;571;;;1945;
6634;"Schwalm-Eder-Kreis";6;148295;150019;57555;59392;1780;3252;55775;56140;16662;19130;20883;21307;5991;5331;;;2013;1049;6359;4141;496;946;519;678;345;534;74;76;153;350;148;376;119;200;50;110;50;73;35;81;39;;10;61;13;27;102;;53;;194;;55;;65;;10;;31;;32;;463;;12;;296;;93;;410;;;1670;
6635;"Waldeck-Frankenberg";6;129014;129910;44842;44004;620;1289;44222;42715;16389;18645;12453;12032;4810;4020;;;1299;622;6328;3579;467;846;335;439;289;369;79;84;104;235;102;248;155;280;52;93;35;48;19;40;23;;8;43;13;26;49;;68;;110;;76;;42;;7;;23;;56;;266;;17;;242;;50;;256;;;1066;
6636;"Werra-Meißner-Kreis";6;85733;88643;35387;33221;1129;1762;34258;31459;11340;11473;12381;11285;3284;3144;;;1398;631;3503;2173;315;549;289;392;215;284;44;41;92;202;95;204;63;70;37;78;22;39;29;31;23;;8;31;9;20;63;;31;;74;;48;;41;;34;;13;;30;;232;;10;;163;;80;;292;;;812;
906;"Hessen";99;4402792;4360868;1669822;1646678;30735;47496;1639087;1599182;596878;659315;400623;392512;246535;240519;;;63407;33571;207253;121057;20246;36910;14108;21576;7854;12253;2698;3480;4274;8970;4481;8253;4365;6416;2262;3402;1174;2148;1395;2931;1192;;435;1436;556;1185;2733;;2058;;3704;;2448;;2559;;726;;1034;;1697;;11781;;1019;;14807;;3296;;11489;;;43248;

7111;"Koblenz, Stadt";7;82677;81862;37695;39836;835;635;36860;39201;14950;18865;8554;10066;4760;4486;;;1433;596;4293;2523;253;333;449;414;228;208;111;154;106;201;99;135;74;105;48;62;26;31;23;20;31;;8;29;13;23;106;;39;;75;;41;;57;;11;;85;;57;;150;;20;;425;;120;;215;;;950;
7131;"Ahrweiler";7;100493;99311;55625;56528;1837;2044;53788;54484;26336;31553;9241;9669;4849;4904;;;1462;514;6884;3831;517;532;663;771;359;463;166;243;151;250;134;281;70;93;82;91;65;68;26;40;54;;11;31;17;30;134;;48;;124;;79;;108;;25;;60;;75;;1028;;17;;369;;171;;463;;;1120;
7132;"Altenkirchen (Westerwald)";7;103312;103451;55306;58017;2174;2605;53132;55412;22994;29224;13492;14041;3986;3743;;;1980;657;5876;3352;565;666;705;702;398;461;92;87;136;242;150;261;547;583;93;144;48;84;35;35;49;;9;50;8;30;118;;59;;128;;102;;80;;13;;34;;72;;466;;16;;316;;185;;380;;;1050;
7133;"Bad Kreuznach";7;121798;121319;67731;72110;2908;3578;64823;68532;24291;28479;18925;20636;5886;6300;;;2123;835;7442;5562;901;1150;967;1268;509;745;120;231;210;400;171;475;220;246;107;158;71;114;54;85;55;;14;55;14;25;161;;74;;199;;94;;128;;29;;37;;87;;718;;17;;483;;240;;476;;;1768;
7134;"Birkenfeld";7;69054;70807;34734;37294;1864;2034;32870;35260;11150;14828;10329;11001;2302;2358;;;1691;448;4303;3018;460;819;533;591;349;431;45;76;140;256;64;240;61;79;33;44;40;61;41;87;30;;10;35;8;17;86;;55;;120;;66;;48;;9;;42;;37;;138;;13;;203;;158;;306;;;871;
7135;"Cochem-Zell";7;52224;52594;32391;34808;1789;2297;30602;32511;16610;20132;5559;6288;1721;1586;;;683;211;3327;1959;294;370;388;407;292;310;36;48;84;138;82;173;98;86;64;68;45;41;19;31;22;;8;29;7;11;67;;46;;50;;44;;48;;7;;34;;44;;310;;6;;225;;117;;265;;;623;
7137;"Mayen-Koblenz";7;167134;164582;87404;94389;3215;3986;84189;90403;39778;48619;20977;22535;6178;6656;;;2285;839;8415;5034;767;1035;995;1328;685;825;150;197;251;440;188;460;199;198;102;129;67;127;34;71;57;;12;54;23;34;220;;84;;161;;156;;115;;13;;68;;104;;761;;30;;499;;263;;552;;;1822;
7138;"Neuwied";7;139421;138845;73749;75443;2534;3023;71215;72420;28928;36040;19383;19270;5938;6130;;;2299;1020;8347;4266;664;802;1015;1071;517;633;128;154;206;368;208;335;429;430;104;111;68;89;26;63;70;;8;56;18;31;198;;83;;128;;113;;115;;17;;54;;94;;677;;29;;528;;245;;578;;;1551;
7140;"Rhein-Hunsrück-Kreis";7;81844;81747;48778;53302;2293;2657;46485;50645;19707;24971;11885;12965;3790;3928;;;1483;530;5633;4199;490;655;627;744;369;478;108;141;155;245;118;287;318;285;75;98;44;54;19;43;37;;18;46;16;25;113;;41;;84;;74;;65;;9;;47;;58;;344;;16;;258;;152;;332;;;951;
7141;"Rhein-Lahn-Kreis";7;99323;99972;55946;59337;2594;2996;53352;56341;19414;24722;16707;17740;4652;4719;;;1821;638;5644;3506;658;805;753;918;485;632;96;115;171;279;153;392;133;222;50;92;62;83;34;42;55;;16;58;13;36;159;;48;;144;;90;;128;;21;;58;;88;;677;;27;;375;;191;;429;;;1342;
7143;"Westerwaldkreis";7;155804;153770;88131;91009;3920;4602;84211;86407;37139;44855;20458;21267;6506;6440;;;2636;1002;9688;5127;1018;1240;1164;1303;754;948;116;133;246;449;210;619;439;591;122;170;101;111;40;91;69;;20;69;24;39;265;;104;;262;;139;;138;;24;;61;;120;;702;;33;;633;;306;;674;;;1953;
7211;"Trier, Stadt";7;81045;76177;37582;34519;749;1023;36833;33496;13408;14965;8611;7523;6763;6028;;;1407;557;3795;1901;244;358;392;491;205;265;95;152;147;151;54;107;43;72;30;47;29;31;49;59;25;;14;36;16;7;73;;41;;83;;64;;67;;16;;29;;33;;276;;39;;529;;75;;181;;;746;
7231;"Bernkastel-Wittlich";7;89926;90069;54623;56640;3029;3393;51594;53247;25409;29880;9769;10552;4109;3973;;;1659;460;6290;3913;520;702;721;839;508;652;89;94;155;290;114;327;70;63;65;100;61;96;32;52;46;;10;66;18;56;129;;50;;92;;100;;86;;13;;55;;60;;396;;26;;371;;185;;386;;;1132;
7232;"Eifelkreis Bitburg-Prüm";7;74318;74729;47603;49710;2894;3194;44709;46516;21834;26927;8811;9658;3429;3067;;;1362;312;5286;2927;337;504;653;726;497;576;64;78;143;243;110;256;58;61;80;93;57;78;27;46;55;;10;38;14;30;97;;64;;74;;78;;83;;14;;57;;41;;562;;9;;294;;140;;369;;;896;
7233;"Vulkaneifel";7;49892;50064;29932;31952;1683;1881;28249;30071;13221;18287;5759;5510;1950;1885;;;878;230;3959;1730;242;376;424;421;323;360;48;56;81;147;63;165;42;62;73;57;46;37;19;26;27;;11;24;9;10;60;;32;;59;;50;;64;;5;;26;;36;;246;;7;;161;;106;;222;;;688;
7235;"Trier-Saarburg";7;110893;108797;68623;69292;3648;4080;64975;65212;29700;34319;14766;15687;6224;5855;;;2177;648;6402;3269;523;773;888;1060;603;819;89;153;242;416;130;286;81;97;83;87;62;91;42;92;41;;18;65;14;20;154;;67;;103;;125;;78;;25;;80;;63;;1058;;22;;469;;171;;475;;;1475;
7311;"Frankenthal (Pfalz), Stadt";7;34298;34309;16195;18093;502;616;15693;17477;6936;8614;4022;4430;1312;1404;;;509;225;1401;911;439;761;175;260;93;155;15;27;44;105;48;81;64;58;25;26;15;27;7;24;11;;3;17;2;6;41;;14;;41;;34;;17;;6;;10;;20;;121;;4;;85;;48;;131;;;346;
7312;"Kaiserslautern, Stadt";7;72068;72347;29538;33226;774;1091;28764;32135;9548;12964;8462;9445;3126;3674;;;1588;432;2867;2037;659;773;467;606;272;412;63;70;110;232;77;229;103;99;31;66;28;58;18;53;25;;9;62;3;22;75;;19;;53;;36;;42;;23;;41;;45;;250;;17;;386;;101;;220;;;901;
7313;"Landau in der Pfalz, Stadt";7;33526;31770;16394;16888;433;597;15961;16291;5314;6712;4123;4068;2501;2469;;;607;259;1782;1111;209;339;230;244;110;188;47;69;69;125;48;100;110;133;22;35;27;39;17;23;18;;9;19;3;13;47;;16;;23;;23;;32;;8;;14;;34;;149;;24;;201;;51;;93;;;345;
7314;"Ludwigshafen am Rhein, Stadt";7;104340;103633;48581;50895;1343;1613;47238;49282;15362;19689;15190;14337;4120;4085;;;2019;908;4228;2479;2616;3798;697;913;357;559;73;66;177;356;124;287;94;149;48;62;53;67;24;64;33;;14;44;13;33;137;;38;;126;;110;;88;;23;;33;;68;;358;;21;;381;;178;;435;;;1386;
7315;"Mainz, Stadt";7;141798;128923;75252;71260;1403;1788;73849;69472;24081;26931;16480;16147;14999;12495;;;2654;1193;8003;4859;2308;3947;621;705;252;364;1085;1022;166;256;116;144;116;109;82;89;40;63;47;60;41;;29;42;26;44;120;;79;;74;;109;;152;;40;;46;;73;;233;;93;;1246;;163;;275;;;1002;
7316;"Neustadt an der Weinstraße, Stadt";7;41977;41677;23420;23295;669;757;22751;22538;9370;11116;4848;4758;2785;2728;;;714;238;2637;1531;348;538;293;347;210;233;62;75;66;117;55;113;137;118;35;38;24;36;15;28;20;;2;21;4;8;65;;28;;50;;44;;33;;13;;22;;39;;394;;5;;161;;92;;180;;;495;
7317;"Pirmasens, Stadt";7;33381;34918;14890;17233;710;843;14180;16390;5215;7408;3718;3855;893;1007;;;836;373;1386;761;814;1735;284;309;130;181;19;21;49;120;47;123;34;47;14;22;20;33;2;17;14;;4;23;4;8;39;;26;;50;;27;;20;;3;;13;;21;;190;;4;;105;;63;;136;;;347;
7318;"Speyer, Stadt";7;36874;36497;17882;18717;369;555;17513;18162;6103;7559;4097;4304;2670;2443;;;747;309;1877;1001;556;959;261;296;158;203;100;282;71;131;56;92;73;64;18;23;16;32;12;24;14;;7;25;6;19;46;;20;;13;;45;;31;;10;;13;;19;;119;;14;;141;;65;;135;;;396;
7319;"Worms, Stadt";7;60192;58890;27426;26920;1015;1154;26411;25766;9114;10952;8299;7754;2475;2402;;;900;538;2970;1587;720;620;329;424;199;236;40;42;76;132;66;158;110;91;24;36;26;40;24;43;32;;7;24;5;18;68;;22;;68;;41;;34;;7;;26;;48;;202;;7;;220;;88;;164;;;669;
7320;"Zweibrücken, Stadt";7;27542;27943;12005;12548;394;561;11611;11987;3436;4659;3662;3664;989;1003;;;804;251;1345;932;198;285;199;225;103;190;113;89;42;105;21;100;47;39;13;18;15;20;10;19;4;;2;21;3;6;31;;19;;44;;21;;14;;4;;11;;16;;191;;4;;128;;42;;80;;;361;
7331;"Alzey-Worms";7;96895;95442;57273;58627;2413;2895;54860;55732;18373;21935;17002;17406;5172;5066;;;1656;695;6466;4152;1543;1793;855;1044;534;739;119;141;181;323;160;380;265;271;54;57;57;99;31;61;38;;8;47;23;34;149;;64;;186;;86;;71;;14;;61;;98;;610;;37;;439;;148;;360;;;1489;
7332;"Bad Dürkheim";7;105222;104552;65547;65763;2117;2294;63430;63469;23049;28057;16957;17191;5702;5640;;;1883;637;7932;4416;1683;2544;1088;1242;706;868;121;152;236;398;179;363;246;254;89;107;75;94;36;67;45;;9;58;15;33;177;;65;;130;;115;;128;;25;;53;;109;;1261;;29;;435;;264;;588;;;1348;
7333;"Donnersbergkreis";7;60031;60291;35123;37603;1576;2040;33547;35563;10348;13301;10773;11620;2754;2790;;;1519;444;3787;2681;907;1114;651;715;397;606;65;99;153;266;119;259;105;117;55;54;41;75;16;43;21;;4;55;20;24;108;;34;;115;;52;;72;;8;;32;;53;;619;;9;;276;;145;;289;;;1300;
7334;"Germersheim";7;93610;90695;53851;55541;2132;2258;51719;53283;20545;25297;12929;12713;4250;4269;;;1356;490;5554;3324;1909;2643;879;936;575;683;309;467;232;359;189;353;231;235;94;102;63;87;17;47;24;;15;57;20;22;152;;73;;94;;81;;100;;19;;43;;90;;694;;17;;476;;206;;483;;;1199;
7335;"Kaiserslautern";7;83228;83444;50725;53944;2502;2707;48223;51237;18266;23587;14119;14608;3130;3434;;;2148;502;4262;2656;1413;1795;944;1008;587;836;83;124;207;410;169;424;178;191;65;107;75;106;23;46;34;;21;61;13;25;137;;72;;81;;86;;79;;12;;36;;99;;845;;28;;387;;178;;446;;;1317;
7336;"Kusel";7;60475;61829;35807;37998;2170;2541;33637;35457;9251;12225;12183;13043;2431;2400;;;2414;465;2960;1987;1082;1848;704;804;439;646;44;95;135;278;98;254;98;99;43;83;38;81;35;64;26;;7;56;10;14;76;;49;;68;;58;;41;;8;;37;;39;;539;;10;;274;;124;;316;;;1015;
7337;"Südliche Weinstraße";7;87126;85834;55291;57422;2397;2723;52894;54699;20732;25772;13326;12779;5080;5189;;;1538;562;6082;3749;1058;1587;915;1173;582;787;110;175;263;394;160;371;268;335;83;125;90;126;28;49;44;;15;54;12;30;134;;63;;120;;73;;125;;17;;40;;106;;790;;25;;403;;168;;444;;;1442;
7338;"Rhein-Pfalz-Kreis";7;116048;113732;67059;70476;2069;2586;64990;67890;24878;30956;16943;17162;6093;6221;;;1740;704;7800;4590;2085;3112;964;1226;605;805;140;215;207;449;209;340;183;198;84;102;55;124;29;70;58;;12;57;15;25;196;;65;;129;;125;;92;;21;;44;;91;;737;;40;;531;;242;;577;;;1534;
7339;"Mainz-Bingen";7;154859;150646;93835;93079;2932;3507;90903;89572;34407;38678;23238;23736;11527;10956;;;2315;1147;10615;6768;2037;2172;1189;1498;660;864;380;450;255;420;209;506;177;207;108;148;82;115;29;82;49;;25;45;34;51;246;;81;;135;;112;;211;;23;;89;;120;;796;;40;;858;;297;;559;;;1729;
7340;"Südwestpfalz";7;81649;82658;54430;56202;3456;3705;50974;52497;21055;26259;12675;11916;2914;2992;;;2129;624;5300;3302;1586;2444;964;1088;664;930;131;147;238;406;155;412;186;178;71;127;68;126;22;68;51;;12;53;13;25;152;;58;;162;;93;;78;;14;;42;;91;;880;;25;;377;;266;;502;;;1400;
907;"Rheinland-Pfalz";99;3104297;3068126;1726377;1789916;69342;80859;1657035;1709057;660252;809337;426272;439344;157966;154725;;;57455;20493;184838;110951;32623;45927;24046;28117;14714;19291;4672;5940;5601;9897;4353;9888;5707;6265;2269;2978;1800;2644;962;1835;1325;;411;1582;476;884;4336;;1840;;3648;;2786;;2868;;549;;1533;;2348;;18487;;780;;13648;;5754;;12716;;;38959;

8111;"Stuttgart, Landeshauptstadt";8;368282;359727;192772;186982;3117;3190;189655;183792;55220;68784;34148;38920;45406;40652;;;8560;3414;27500;14148;3775;6006;1813;2464;850;1090;1293;1040;498;946;501;670;615;759;262;194;151;244;165;211;162;;55;109;84;148;276;;265;;351;;454;;488;;124;;194;;394;;2260;;200;;2293;;469;;829;;;3993;
8115;"Böblingen";8;255052;249380;137328;136903;3495;3665;133833;133238;49779;61698;22655;25948;20795;20171;;;3494;1303;21797;10263;2531;3634;1385;1674;1028;1390;476;598;362;871;450;769;1701;1884;269;227;132;150;55;67;119;;25;80;41;61;260;;497;;339;;237;;217;;84;;156;;284;;2242;;73;;1215;;388;;747;;;2450;
8116;"Esslingen";8;358823;352765;198134;196921;5187;5121;192947;191800;70412;85103;35804;38980;31520;29243;;;5059;1750;27026;13217;6383;9473;2002;2539;1628;1881;802;1053;538;1228;640;919;1196;1421;369;362;198;230;97;108;170;;36;84;47;81;346;;518;;361;;370;;385;;84;;227;;376;;2917;;95;;1506;;645;;1190;;;4128;
8117;"Göppingen";8;180607;180321;92262;93564;3493;3249;88769;90315;34059;42199;17279;19599;11666;10845;;;2717;798;11926;6212;2297;3374;1045;1283;857;1071;377;508;274;640;297;546;517;615;199;151;142;194;45;68;101;;18;57;33;42;191;;164;;300;;188;;184;;34;;114;;202;;1858;;29;;713;;328;;615;;;2113;
8118;"Ludwigsburg";8;356755;346244;195839;190854;5303;5078;190536;185776;69215;80534;36798;39266;29474;28277;;;5789;2163;26986;13271;4562;7154;2156;2675;1529;1802;790;798;435;1420;472;928;1509;1493;328;326;204;197;79;131;155;;51;96;63;79;384;;465;;411;;491;;355;;92;;182;;362;;3714;;100;;1515;;706;;1164;;;5166;
8119;"Rems-Murr-Kreis";8;293329;288651;155439;155225;4375;4332;151064;150893;56285;67733;27702;30550;21391;20252;;;4002;1489;22576;12390;3633;5990;1726;2030;1371;1630;1110;1059;396;1049;470;875;1683;2064;353;264;184;204;83;105;143;;22;90;86;102;339;;438;;454;;356;;367;;58;;196;;333;;2065;;77;;1194;;588;;1383;;;3017;
8121;"Heilbronn, Stadt";8;78133;77530;34708;36857;936;998;33772;35859;12533;15828;8188;9135;3687;3618;;;1125;485;4924;2599;811;2083;275;320;198;223;207;285;87;221;67;144;126;142;42;39;21;32;12;21;33;;6;21;11;6;88;;44;;138;;82;;57;;13;;27;;62;;295;;22;;253;;114;;224;;;657;
8125;"Heilbronn";8;236180;231215;125576;124755;5510;4666;120066;120089;48057;57130;25103;26939;12265;11374;;;3216;1107;17152;9205;2798;5147;1455;1519;1286;1235;907;1079;366;741;316;681;1089;1010;274;234;141;128;50;77;104;;35;45;44;37;286;;211;;417;;256;;200;;45;;140;;233;;1235;;79;;871;;473;;962;;;2401;
8126;"Hohenlohekreis";8;81880;80032;43609;43253;1905;1605;41704;41648;16256;21091;9279;8050;3755;3621;;;908;336;6530;3640;934;1267;484;524;590;486;145;181;135;318;126;313;403;554;96;86;50;62;31;18;52;;18;30;19;25;110;;82;;133;;63;;65;;14;;48;;95;;481;;48;;285;;155;;314;;;1046;
8127;"Schwäbisch Hall";8;141371;138620;68683;69789;3189;3004;65494;66785;23233;29978;15306;13925;8070;8165;;;1897;643;8736;5572;1377;1968;733;890;858;812;562;925;201;617;160;396;808;1106;187;132;145;94;45;46;80;;19;42;28;24;119;;196;;205;;141;;121;;27;;106;;130;;754;;35;;521;;223;;471;;;1450;
8128;"Main-Tauber-Kreis";8;104424;104539;59707;61171;2859;2902;56848;58269;26972;32904;9464;9909;5453;5206;;;1564;427;6539;3337;1299;1620;583;672;930;617;512;588;155;461;168;300;265;426;114;128;69;78;20;43;59;;17;44;13;16;90;;85;;103;;82;;105;;29;;119;;90;;922;;21;;407;;188;;411;;;1493;
8135;"Heidenheim";8;96626;97196;46712;48727;1645;1724;45067;47003;19160;22240;9327;11000;5208;4979;;;1654;399;4471;2413;1052;1741;471;539;396;459;432;496;135;308;155;311;337;450;105;75;56;55;135;253;36;;8;42;9;21;91;;82;;105;;98;;88;;26;;35;;92;;538;;22;;287;;137;;319;;;1222;
8136;"Ostalbkreis";8;231041;229514;119900;120841;4781;4944;115119;115897;53109;62455;21292;22835;12938;12107;;;3282;968;13056;5626;2719;4235;1089;1156;1191;1177;331;395;313;990;285;582;807;914;225;207;135;124;48;70;111;;33;62;44;42;176;;155;;173;;192;;190;;45;;157;;202;;1029;;45;;751;;333;;663;;;1952;
8211;"Baden-Baden, Stadt";8;39979;40125;19131;18973;548;561;18583;18412;7688;8836;2971;3217;2901;2922;;;445;216;2954;1680;220;270;214;269;137;179;53;50;52;96;50;139;45;68;45;31;18;13;9;17;11;;6;10;6;6;41;;37;;49;;43;;48;;6;;20;;23;;181;;19;;102;;74;;115;;;393;
8212;"Karlsruhe, Stadt";8;202253;197232;90597;90620;1835;2246;88762;88374;26755;33137;17633;19812;19468;18582;;;3526;1888;13097;7806;768;1032;928;1096;578;691;320;554;249;456;240;390;473;488;138;79;69;102;70;121;59;;37;66;42;46;128;;170;;248;;135;;170;;42;;88;;134;;612;;84;;1920;;206;;375;;;2028;
8215;"Karlsruhe";8;320814;312973;170793;171860;7399;8291;163394;163569;69187;81623;31533;34121;19130;18328;;;3698;1398;22023;11216;3453;4452;2184;2489;1641;1913;365;386;440;1002;445;1038;1297;1227;442;416;174;341;75;119;121;;41;122;48;80;261;;237;;368;;254;;295;;49;;159;;273;;1970;;81;;1523;;518;;1109;;;3298;
8216;"Rastatt";8;168284;165459;83631;83294;4022;4070;79609;79224;34983;42026;14997;15304;9190;8563;;;1875;639;10266;4875;1531;1947;1139;1311;888;975;169;208;279;548;281;503;218;252;156;122;94;115;45;76;51;;32;62;18;23;157;;85;;173;;121;;130;;36;;79;;153;;935;;39;;633;;285;;571;;;1675;
8221;"Heidelberg, Stadt";8;95240;93521;48920;49037;679;984;48241;48053;13199;16280;9299;10096;13799;13868;;;2172;1048;6631;3957;339;398;431;484;187;233;182;289;118;221;91;170;140;121;39;50;36;32;42;62;28;;12;30;14;13;34;;57;;63;;48;;101;;32;;28;;57;;174;;64;;574;;101;;149;;;701;
8222;"Mannheim, Universitätsstadt";8;199811;199179;81790;87327;1704;2371;80086;84956;25011;32403;22178;24564;12953;12506;;;4095;1717;8978;4980;1585;2107;908;1292;416;801;155;130;244;563;207;542;226;316;104;89;79;110;104;215;48;;17;62;40;49;139;;82;;203;;122;;128;;54;;57;;122;;173;;61;;853;;262;;482;;;2510;
8225;"Neckar-Odenwald-Kreis";8;111349;110455;61372;63691;3023;3449;58349;60242;31171;35610;9997;11210;4712;4478;;;1325;449;5751;2715;1064;1437;668;741;649;693;165;267;188;396;125;420;279;339;156;123;41;92;27;43;46;;11;50;15;27;78;;78;;126;;76;;77;;21;;47;;84;;545;;18;;312;;159;;338;;;1152;
